ID	conditionA_1	conditionA_2	conditionA_3	conditionB_1	conditionB_2	conditionB_3
ENSP00000054666	-1.73122058015629	-3.91592039206283	-1.82771438146341	-1.48674435497112	-1.64883766989958	0.236724319217068
ENSP00000054950	4.12446706329484	3.22550380162668	3.34527623260622	2.80222499894295	4.92172965312011	3.18362203971364
ENSP00000055077	-3.65895108442975	-2.25477057796246	-2.27467192552999	-1.46532571469841	-1.06334851300819	-3.54034494025969
ENSP00000072516	-0.489350065668031	-3.80537321867245	-1.90657945230202	-1.30615118303042	-1.54514810749732	-1.69036649075044
ENSP00000080059	-0.607219344997648	-0.483209376137426	-1.55805257788791	-1.82556716001307	-2.04758871568761	-0.288548130780766
ENSP00000085219	-2.49343597906484	-1.69649222921245	-0.951299862382901	-3.34623459364426	-0.299795074127692	-1.73894848225472
ENSP00000156084	0.370904782661301	-1.72323242877784	0.210466736946247	-0.656204476087411	-2.25673337573821	-0.758731490239206
ENSP00000156825	4.36216220871981	4.75969607918656	3.20332558898764	5.3130241845087	4.7259528864192	4.11932494826632
ENSP00000157812	9.28292011982154	8.6912765414277	9.65577498727507	-0.515202655471398	0.116754194143651	-1.28598302576206
ENSP00000160262	-2.89115754567663	-0.840959060045163	-2.73711146661965	-3.56321153052841	-2.5377078585405	-1.61549603838124
ENSP00000160373	4.0992334794756	6.15195567850055	3.82653075687543	4.29834568439979	3.50574302040811	3.99911804751655
ENSP00000160382	-0.294678351079167	-1.86202533237535	-2.09952302554193	-1.63757046007082	-1.50082612242603	-1.96443340248133
ENSP00000162330	3.56592439850874	4.95824990051159	3.79477779099931	3.21212590315991	5.03943328968821	3.23474040014668
ENSP00000162749	9.89672714385109	8.71829394313665	8.34439771006937	0.422930116094368	-1.23171805656188	0.333752304824469
ENSP00000164133	4.35115020142042	3.54519249449291	3.97281605904532	3.4342579815218	5.38922251089849	4.7202924973718
ENSP00000164227	-3.02734806485016	-1.84410708238856	-2.9654628028151	-3.75461107751637	-0.837529422386472	-1.55044001019268
ENSP00000166139	-0.595687190826668	-3.01056630793481	-3.15912775250337	-1.58868692155242	-1.35958455141056	-1.61426280672428
ENSP00000166244	-1.58641994138497	-1.29079656831455	-2.43006924196719	-4.19484580258503	-2.1791380615012	-1.07561431773604
ENSP00000168712	-2.72428783467619	-1.79003141448757	-0.998836872608719	-1.49473295700815	-1.65721523481799	-1.11888108284995
ENSP00000170630	-0.89455787977046	-1.99362497598098	-2.64416621415632	-2.6276602021004	-0.663645016760573	-1.30989306023892
ENSP00000171111	-2.3809555507892	-2.51454810350788	-2.34194391821365	-2.17119823493384	-0.354591755544702	-1.16716247788352
ENSP00000172229	-1.91533770265922	-2.14189222051886	0.267528438264361	-2.53904638886028	-1.29462196194091	-0.462503218485129
ENSP00000178640	-1.52210649209893	-3.11739217659	-1.93416669153418	-0.975836284391135	-3.00959859819795	-1.22182474854993
ENSP00000181839	-0.775483461708907	-1.1309734928029	-2.32322867849821	-2.27611280695125	-2.13193820938581	-2.40258035106819
ENSP00000189444	-2.49455679844878	-2.21019006921255	-3.39790373007124	-1.79759718956423	-1.96233763610416	-2.66535966496835
ENSP00000194530	-3.60825506853928	-3.18447901170974	-1.84304059938945	-1.65483379502188	-3.12855129402879	-1.52894851028615
ENSP00000195419	-3.69758348802054	-1.82366718959774	-1.66130211193881	-1.26388132306203	-1.69258887122416	-1.69464332105883
ENSP00000196551	-2.94595719215425	-2.42807445139983	-0.696743044557254	-1.95433504771947	-1.92839591710734	-3.27319252373603
ENSP00000198939	3.54172433088185	2.82128273799185	4.94585976709094	3.8496145787188	3.93118198354956	3.99569640472803
ENSP00000200135	5.60322694600947	2.27654470378146	3.36890935154891	3.29534785002668	3.59038565948776	2.33798080450949
ENSP00000200181	-1.35843455557213	-1.16099011497976	-0.829180657876762	-0.692773513862109	-2.49624306692641	-1.67215796752012
ENSP00000200453	0.119575046742428	-2.03107060600253	-3.1108501957347	0.774471538602264	-0.201523893868241	-2.6305796540294
ENSP00000202556	-1.91854809845961	-1.09090496875994	-0.44190023319949	-1.75251333744088	-2.29264766448597	-3.63303962871913
ENSP00000202773	-1.77678913359568	-3.04274112756017	-3.78726737709029	-0.489908362974678	-3.29369111271597	-1.30535680147988
ENSP00000203166	-2.16395485658743	-1.38451936949983	-2.42453007680483	-1.98379180553054	-3.20026023894402	-0.898369495336799
ENSP00000203407	-2.4356277745276	-1.00185092135947	-2.40959847615433	-1.04593096452881	-2.36537154257999	-1.13688214213186
ENSP00000204604	-1.37014619757734	-3.75675172238814	-0.806095028882809	-1.46304231656527	-1.67061227050475	-1.3013777849614
ENSP00000204961	-1.55760356192684	-2.73272773254585	-1.98895598776737	-2.71051894563988	-1.72646030751376	-0.582340883253028
ENSP00000205402	-1.22075182625262	-1.2300754634183	-1.71780898202528	-1.87310390061115	-1.16472032979811	-1.17023748018474
ENSP00000206249	-1.43238095187861	-1.5649380618328	-1.73050016472486	-1.69242193936724	-2.74172353295435	0.303425320608489
ENSP00000206474	0.0982320638231875	-1.62627475682332	-1.63931118461548	-1.65191681878859	-2.39108544016287	-1.79326652501713
ENSP00000209728	2.83129683174952	3.2085523105482	4.15130463261888	5.26158063696344	5.75753537731777	4.24868703738216
ENSP00000209875	-0.790248668743603	-1.57953108282006	-2.04497643054437	-2.1879549148255	-2.14966149858518	-0.916243620744389
ENSP00000210313	9.85441099457122	9.46290568057123	7.9653804717681	0.450702380940646	-0.762458286411566	-0.144982609646371
ENSP00000211998	-1.32822551218623	-1.58109316834858	-3.78339423072901	-2.34433008449601	-3.01118980040617	-2.17587447677115
ENSP00000212015	-1.77219738462449	-1.20466046274728	-1.59780653441394	-3.24281679853499	-2.80903067627847	-0.587504974281723
ENSP00000212355	-2.44734057277146	-3.39393759216684	-2.77452341385866	-1.92490097749179	-2.53307148027693	-2.19899952496434
ENSP00000215071	8.78313181940795	8.56506777545843	8.39596320970686	-0.379187473670992	0.126199285540486	-0.73757679290179
ENSP00000215368	-2.57924326079869	-2.57980907035126	-2.5709994045632	-1.27168773433636	-2.27683695896255	-1.18872298631213
ENSP00000215375	0.874075364146493	-2.95694430755081	-1.63936210360549	-2.37679016860302	-2.83827518983759	-2.83468862598747
ENSP00000215565	5.07735502050594	3.69325083289996	3.43285948320875	3.48783243516175	3.3132812600456	3.81021357065438
ENSP00000215574	-2.41144664550557	-3.36508742089118	-1.48434562325442	-1.9863320639778	-1.84683394990935	-2.40374855964195
ENSP00000215587	-1.75319200555402	-2.03077310916469	-1.54155229486124	-1.18432943421421	-1.39042741833286	-0.786090391936636
ENSP00000215631	-2.45735212829378	-0.99269109229346	-2.37786081612479	-1.95136957459966	-2.42453342444741	-0.744778473569545
ENSP00000215727	-0.830673523120103	-1.70063765899379	-2.34000698247909	-2.49819549864525	-2.89077823022331	-1.44110375081475
ENSP00000215730	3.42545942334312	3.44893191191881	3.90983903502193	5.09251350359133	6.25671608461358	2.0963676568704
ENSP00000215781	-1.22382899014343	-2.00431912067819	-3.89870158276465	-0.769215242932362	-2.27868102930229	-2.38264132432453
ENSP00000215793	3.60169447096733	5.38949830562869	3.79526190993265	4.92084876608193	3.52160136800846	3.07905772102027
ENSP00000215829	-2.45614175581337	-2.66511540913111	-2.02481051187292	-0.878229323701969	-1.75312005310942	-2.52168787163287
ENSP00000215832	7.78285264050598	8.48418947318631	9.03322629236248	0.694114074732783	-0.943285346787252	2.12755955340406
ENSP00000216064	-2.69303298448043	-0.246091045443174	-0.587101592227699	-3.66693723402301	-1.69520268010562	-1.12060042978427
ENSP00000216115	8.3918605888028	6.90843601264309	8.33175198385541	-1.38132126931355	1.09743764686524	-0.694724378321369
ENSP00000216122	4.17180084856934	3.96320032200076	4.6873808127793	4.41842942988132	3.31559223860213	3.53616090667444
ENSP00000216133	-0.426280181790977	-2.41771989643053	-1.37445472454988	-4.3530869810799	-0.980704236745049	-0.889608679873197
ENSP00000216160	-1.17561536674007	-2.73850812814196	-2.1549347861441	-1.32435436104718	-1.41772130796391	-2.97941212774748
ENSP00000216190	5.95067028945514	4.53121485127655	2.48533970136175	2.10971650775253	3.53118068028295	4.83442894738532
ENSP00000216223	-1.52296329183698	-1.93830781430352	-2.97430554923714	-2.62781695769585	-1.1587121950227	-1.08442271937459
ENSP00000216225	-1.24280742969102	-2.70107221520718	-2.12728669094434	-1.36531238897846	-1.53772460491868	-3.96617581013337
ENSP00000216252	4.51333336832122	4.14245491865799	4.25503476344072	3.55128090019466	4.19195628265584	3.54558210507919
ENSP00000216274	-1.13339900465275	-3.15077207384529	-1.84517706305916	-3.76828193469809	-3.5499527868507	-2.94287155963898
ENSP00000216297	-2.25756279424208	-0.687573305190903	-1.50044799986953	-1.18746552223358	-1.82525346802774	-1.17768957599486
ENSP00000216341	-2.63075962935336	-3.11514271737109	-1.38568796561951	-1.64863982995644	-1.50964149977171	-2.07237093564638
ENSP00000216367	-0.586418653768942	-1.87775294085446	-0.216863358092841	-1.62146175218171	-4.26046377810068	-1.7665808436103
ENSP00000216373	4.10043975634567	4.79274648339147	3.42979659434965	4.08872983626968	2.92674954206867	3.8101744374696
ENSP00000216455	9.30535121375366	8.53381736238692	9.0901090891645	0.717851202368368	0.926976284774558	0.0158136777963124
ENSP00000216456	-2.06188560553974	-1.50362071168667	-2.87862137106634	-0.622251397442511	-2.42870280035096	-1.78248138537463
ENSP00000216463	-1.31920730083266	-1.11674499205062	-1.71941346374081	-1.33893543030045	-1.20755116752057	-1.37960472461284
ENSP00000216479	0.23065908052757	-3.46381058422578	-3.40621740707192	-2.8956457457431	-1.07990902666764	-2.2098486135716
ENSP00000216554	-2.6399124948353	-1.32080792432136	-2.71381973875064	-1.22833433485609	0.361238100159114	-2.93749081497865
ENSP00000216612	-2.45496408682657	-3.34358039889666	-1.7895395418347	-2.37758817118746	-1.92068285103107	-2.06456907037887
ENSP00000216639	-2.06492616743785	-1.05172793217489	-1.72336231384989	-0.429297211685226	-2.73392974460302	-0.129471935817504
ENSP00000216774	-3.65738731989525	-3.56892110604088	-0.775728551505092	-3.50665345047132	-1.2827283951531	-1.6823159462819
ENSP00000216797	8.48055603392588	8.98815299876956	10.3658941986566	0.155795165332977	1.49794037926974	0.892142258897339
ENSP00000216832	2.65468081526631	3.64738511351499	3.72523698869913	3.77607629785508	5.77560782322549	4.6334699123383
ENSP00000216879	-2.15556512485862	-1.72366640233427	-0.253242324237155	-1.99759286485368	0.173442713891023	-2.24826250555978
ENSP00000216911	-0.826698356914425	-1.47461387795242	-1.80414826437508	-1.69559290512368	-3.37527635650333	-1.63463523186782
ENSP00000217026	3.80787594678855	3.66332892036597	3.53384179140665	5.28872607758673	2.67440368324333	4.23510055829462
ENSP00000217244	3.26015128618344	4.43443558277491	2.84452148674716	3.95165462290399	2.89377795924453	4.78943706980387
ENSP00000217372	5.97994872790494	3.11812014824948	3.22337627977241	3.21080410303549	2.70580578341505	4.61560463972051
ENSP00000217381	-1.59700229431013	-2.46081280358262	-1.54647968087054	-0.798823697802527	-3.32166231883078	-0.850401833958391
ENSP00000217407	-2.73385666435283	-1.99220568359283	-2.22335287620843	-1.8224941169334	-2.1377875279478	-1.22422564301052
ENSP00000217515	2.63899902070012	4.08413825630148	3.47971086909005	5.54089431939224	4.5483863228141	4.9947603512033
ENSP00000217800	-2.77451722411419	-3.79911048486275	-3.61858770323389	-0.733780606458573	-2.00560868617654	-3.22526709944
ENSP00000217893	-2.12468780792111	-1.76116983560139	-1.14323251600257	-1.49319318240983	-2.68321352475317	-1.42364666533801
ENSP00000217901	-2.66870302199982	-0.998845110952068	-4.18789593515169	-1.37148905210659	-1.37894774558029	-0.0900694687476689
ENSP00000217958	9.10773834828272	8.55015734617631	11.4853941718105	-0.634582356129765	-1.3436877874768	1.26511122018479
ENSP00000217964	-2.92904735715732	-2.76088601088109	-0.131746769644546	-1.92148161611344	-0.873300715920216	-2.28513679609077
ENSP00000218089	-4.4149955763636	0.783768791897998	-3.53502454924962	-1.65649491910224	-3.58340162171368	-2.18628220163851
ENSP00000218099	-1.62177465091571	-2.57392873888686	0.832432858466754	-0.868098749684994	-1.0643173093469	-0.905951690631499
ENSP00000218348	-2.68403300365558	-2.57758478969641	-1.97903104920278	-1.38141940227697	-1.80105069629419	-1.76371699983983
ENSP00000218364	4.63350764351237	3.94884805269208	7.27239864158656	3.17515676346031	3.30876518032886	2.4529456654953
ENSP00000218388	-0.782653066143589	-4.022902678502	-0.482781345891967	-0.541526446778109	0.143292336732198	-2.1556850691039
ENSP00000218652	-1.45710401723621	-0.936382812974623	-1.73126178572136	-4.54973183401177	-0.813926340306263	-2.46625395905634
ENSP00000219070	-1.81461688029056	-1.19892379095086	-0.278156768518375	-2.40409323274047	-3.22113018047581	-2.4264524262869
ENSP00000219097	4.62452716983146	3.9703078182015	4.33838460100074	5.92573289318609	5.19045310319622	4.88027369012068
ENSP00000219169	-3.74247674718668	-2.42561994167122	-0.775527776518679	-0.581939779849206	-1.76647456048276	-2.36197916342163
ENSP00000219204	-0.261776248446909	-3.94605650881573	-1.21063214532153	-2.62534015794516	-2.42427628411154	-2.20724964740868
ENSP00000219252	-1.55300806575049	-1.50976883012899	-1.68334475327717	-2.47335993562385	-3.55248748157431	-1.91286177921787
ENSP00000219255	-2.80580416564206	-2.24931935451333	-1.24669443066969	-2.72601808599227	-1.39230962222082	-2.18627460073895
ENSP00000219313	8.27077353162358	9.76588968740783	8.88681347489538	0.159930945392043	-0.416092997672531	-0.640119206734099
ENSP00000219473	2.16646553762793	4.36348155298493	2.47329033091877	3.57562251620522	2.38769364473615	4.60974732112039
ENSP00000219476	2.80374664475157	3.68460824228829	3.35318584709037	2.79268967070429	4.55869641044309	4.82993281448145
ENSP00000219548	-2.92447498189694	-0.802005374409102	-2.37289852988164	-2.01529126679711	-1.84639127765843	-2.28349154169477
ENSP00000219865	-2.47340276045004	-1.85410742604496	-1.31938498475193	-1.57086949625019	-1.91818873321027	-3.5701421561883
ENSP00000220003	4.12017130160893	4.3045639863243	4.94777154522137	2.62216982541467	3.62464538577683	5.10293440020203
ENSP00000220764	-3.33305935148858	-2.18105066086056	-1.92453568535033	0.237701170457226	-1.88036285073357	-1.34475397718899
ENSP00000220849	4.63384484974562	3.22503286960198	2.6268323820843	3.17937029001364	5.64858149474828	4.02625518574649
ENSP00000220959	1.61031812897508	4.62120477301172	2.62832214818343	3.78611332736717	4.6041082850506	4.29684780487686
ENSP00000220966	-0.455837303147487	-2.65332461752546	-1.0392381267206	-0.726995509632536	-1.34858429443784	-0.968326872427453
ENSP00000221132	-2.00371442548493	-2.1486497198562	-1.98509842670976	-1.78098088903241	-1.56791595086817	-3.19723965910005
ENSP00000221138	4.94238477053872	4.56276808651551	4.12819415669554	4.74541731810136	3.62492447982365	4.51398128834468
ENSP00000221233	2.27981911206364	3.54881448215979	4.74523736306691	2.85612815460041	4.7683584632747	4.7316510733188
ENSP00000221265	-2.39487725998915	-1.72540378770098	-2.34849947836026	-1.65708186768254	-3.56571089314776	-2.05227718281264
ENSP00000221413	-0.0990894932767539	-1.97068386461101	-3.80868984915591	-1.34371334818559	-1.44483371874706	-1.33908716119161
ENSP00000221431	4.72972386950569	5.15429290940758	3.13091005997723	3.72526913808895	5.92918764028502	3.12223138901591
ENSP00000221448	-2.63678869483275	-0.612110096403229	-2.71186867610334	-3.47101513690967	-0.0652445381829925	-1.48267088136297
ENSP00000221452	-3.70315098709708	-3.80189486719667	-1.6670243358456	0.126877186200872	-1.45959142973364	-3.29868550490595
ENSP00000221466	-1.34058954876827	-1.27321237672059	-1.36451767895828	-1.92091068833512	-4.34272021357857	-2.28609520177676
ENSP00000221486	-1.97048956221111	-1.32107833777917	-3.1260264589254	-0.999784652502203	-3.28297028522262	-3.43021929870962
ENSP00000221494	4.89348515865732	4.40642682293889	3.54500321594023	5.64420654766575	5.05201734857756	4.71960480868477
ENSP00000221801	-2.6663997172665	-1.08358725198298	-3.6537684577676	-2.06206197136113	-0.278961862579798	-1.41372583017564
ENSP00000221859	-3.05472472119074	-1.37264547323317	-1.61475526571393	-1.52586317944575	-2.4077610715527	-4.26621438618744
ENSP00000221930	-2.92851965264381	-0.650978482328437	-1.56090943002176	-3.83990020689609	-0.856347314897667	-2.14442443912258
ENSP00000221957	-4.12354411174373	-0.974571107304381	-3.6084985769866	-1.55330878547673	-1.01238847304857	-0.681204829182037
ENSP00000221980	-1.68251896244911	-2.25225296411906	-1.24083422552957	-0.97272146883319	-2.41357261473276	-0.875193223775763
ENSP00000222005	-0.317183302189351	-1.52784121153483	-1.50490956825478	-2.1261143128299	-1.54428487890902	-4.08350079586436
ENSP00000222139	-1.12190486482181	-1.36673550078308	-1.98622948746098	-2.16192058875577	-0.0510164571676743	-1.39558243003009
ENSP00000222254	4.23820187375618	4.66803865227519	4.55470138121051	3.96821758004995	3.65819295582991	4.00720479611865
ENSP00000222256	-2.19540778412936	-0.310151589219204	-0.513983576947291	-1.98887680698	-1.67368726534302	-2.76124508320963
ENSP00000222266	-1.02346260990737	-1.48602786498635	0.0530404263422044	-2.52636126548914	-2.13967887261319	-0.466142549144274
ENSP00000222301	-3.74870247384616	-2.65238319504478	-1.39867771406132	-1.46737790954297	-2.83922254381798	-4.27172548798123
ENSP00000222305	-3.53180393257056	-0.953699773352584	-1.88558463233814	0.0620283777997317	-2.90588905521566	-2.64590074555209
ENSP00000222390	4.60190323092222	4.50570502925982	3.78455347189997	3.60560200401422	3.37381155435682	4.2354287636921
ENSP00000222399	-1.2277643655694	-1.93314440164654	-1.63458689284313	-1.81160831126861	-1.84101892465888	-4.30358597840594
ENSP00000222573	-0.973719244691884	-0.676889910892438	-1.89667993052617	-2.53866295438833	-1.41694454337925	-3.35873327292044
ENSP00000222693	-2.54557610688306	-1.84993864828401	-1.72452629692149	-2.33392685653035	-3.16437774387076	-2.52332851825397
ENSP00000222812	-2.7271864180405	-1.65021108474485	-3.27585230598947	-3.20148166676827	-0.916927648614445	-2.67229671804768
ENSP00000223023	-0.677055470051093	-1.06663263049283	-3.12090608166192	-1.31418455969861	-1.34340289739333	-2.2719177285477
ENSP00000223029	-1.67056062012163	-1.16084546247735	-1.57828144915751	-0.782551699107065	-1.88142349241687	-2.94993118647333
ENSP00000223095	-1.87363742411995	-1.69298261882437	-2.83861973228299	-2.84281914487967	-3.36696785869568	-2.42872881642488
ENSP00000223129	3.55874272179286	4.07153816763543	3.59301511758573	2.2743164936165	2.03386184603399	4.0857535407698
ENSP00000223321	9.79157554801332	8.07588473397262	7.20199437105627	-2.01337877453927	1.47465290457995	-0.11544706397365
ENSP00000223366	-2.3555564039654	-1.45824165148506	-1.3473935457647	-1.95694994086146	-2.38794970712363	-0.4499874071945
ENSP00000224073	-2.91598922629313	-1.59153504695403	0.662456555868014	-1.39018994003191	-1.14588395322508	-3.06233026473274
ENSP00000224112	-1.73221630395045	-2.88425917876667	-2.11394736183639	-2.44062907841589	-2.51847083073691	-2.38234425797718
ENSP00000224181	-1.97803944249989	-1.49587930651972	-3.09645747521114	-1.07292725897016	-3.16497893916066	-0.379288681860695
ENSP00000224337	-1.96444018393431	-2.00675237352997	-1.23053763204372	-1.37649645760238	-1.66640803454056	-1.91041212966143
ENSP00000224764	-2.29361039401013	-0.737817007316725	-2.09334560240596	-1.06255046245365	-2.4476596066323	-3.64115959285362
ENSP00000225396	-2.17442138432074	-2.00494337283295	-2.87778754267064	-1.49610901206706	-2.92498456166089	-2.8934102710074
ENSP00000225426	8.29543129715316	8.78293825457773	8.12139765128307	1.54910057722989	-0.535751812557686	0.48056029128449
ENSP00000225474	-2.04710712681714	0.138154955719663	-1.30361269669761	-0.366775114033105	-1.97975732925126	-2.48123837887665
ENSP00000225504	-1.31424888582188	-3.41659662290276	-3.21320341260443	-1.47729564313415	-1.34415350983883	-1.32238446886892
ENSP00000225567	-1.10849229845438	-0.161494199110974	-3.56718069337083	-2.06999821331036	-2.50028357649845	-1.04406243576703
ENSP00000225577	-1.66086349507483	-1.7902996598676	-2.92156298331877	-1.73505585921991	-1.73215613340854	-0.709587002766495
ENSP00000225603	-2.74073229799407	-3.36692301477607	-2.31122976387695	-2.52553135156085	-2.91542819558488	-2.26564428351419
ENSP00000225724	-0.989311646936629	-4.12618919559671	-3.85528780334711	-3.6317246571977	-1.66120112320158	-1.66286097921208
ENSP00000225728	-3.79983136356172	-2.10323022702939	-0.544318300190485	-1.11936584537524	-0.746271432709617	-1.86641997726554
ENSP00000225792	-0.658574660745774	-1.11117272782535	-2.18482388501929	-2.28913284579341	-1.47141327221152	-0.684213029043852
ENSP00000225831	-1.46079773623613	-2.81688729601777	-2.3163563540412	-1.09695053423912	-2.69040238070443	-2.1696769653465
ENSP00000225873	-1.68715627875282	-2.11398817501514	-2.24853976537746	-0.817506549131439	-2.89420636995774	-2.93810204174057
ENSP00000225916	-3.08037385210087	-1.69996438186484	-2.24463269889865	-0.910809538400413	-2.31064136332205	-3.28234461035162
ENSP00000225964	-1.12446478640168	-2.03200860438555	-1.33258032021923	-2.22700637353408	-2.59979938909248	-2.05221566475781
ENSP00000225969	-1.70164494932778	-2.02024867366219	-1.11921055871722	-1.20573822791861	-3.22371245830589	-0.87638035821384
ENSP00000225973	-2.45977147680764	-2.6063608611628	-0.755417912651352	-2.69399612539224	-2.78141808046301	-1.66264510744788
ENSP00000225983	-3.26243235542919	-2.0498631082744	-1.30779387749082	-1.55080544527221	-1.657321294794	-1.13950394031223
ENSP00000226091	-3.26986064912764	-2.04984772336649	-1.2636548487516	-3.53053664390333	-0.111847386155302	-1.92785819593318
ENSP00000226218	-2.92773352830087	-3.58052141115981	-1.03343667120606	0.521488840079016	-2.4357738067712	-2.35873137400636
ENSP00000226319	-2.19813030479066	-2.6517948014082	-2.51739112242953	-2.06771787234219	-2.0761308802753	-2.18542255366605
ENSP00000226359	-3.24188426525208	-2.25543653445358	-3.51931955324884	-1.30186787571648	-2.8200729870542	-1.47051449868592
ENSP00000226522	-1.00879873586634	-1.62688704215846	-3.68644802931407	-1.6936594705263	-1.68451406787718	-0.619284074377518
ENSP00000226574	9.10243121479041	7.7586674309243	9.38329219787998	-0.161374643428414	-0.315696925362136	-0.926642437802837
ENSP00000226730	-0.702826058396628	-2.44942520481332	-2.12970593625555	-3.9571615868111	-2.64680611539946	-4.59719788277482
ENSP00000227155	-1.85624241104244	-2.96374376403116	-1.00537338606652	-2.73087378404519	-2.10297909555416	-1.65023852162975
ENSP00000227378	-1.9857765030982	-2.20379697059641	-1.20404043691162	0.360846112793178	-2.0240680568474	-1.122087507131
ENSP00000227507	3.83969929151066	3.37518241067952	2.78994611392296	4.99041135401244	4.32651451047506	4.21991043205448
ENSP00000227524	4.2720955004099	4.1420911416352	3.26077975668982	4.28569917067923	3.03717931186873	3.79326103897964
ENSP00000227752	0.136399451763724	-1.98635168284674	-0.323073763006922	-2.59602996085762	-1.40681985410626	-1.70837512175778
ENSP00000227758	7.46371530613949	8.81882141992262	10.2888610946399	0.0867981029021556	-1.29918123269356	1.24974031827747
ENSP00000227868	-3.38099375331605	-3.59265892412861	-1.20563124333058	-1.55014178841785	-1.30962709134251	-1.65008738700532
ENSP00000228140	-0.741130729131653	-1.27808663923311	-2.4001197080237	-2.48898943902725	-2.03957388622181	-2.38035781229454
ENSP00000228217	-2.26442257216853	-1.14140947717048	-1.48928487667389	-2.45967889639387	-2.51567077606196	-0.654317899987927
ENSP00000228280	4.32837036638147	4.38158808140103	4.45804774101034	3.24240601436904	3.32268099629849	2.16939127484198
ENSP00000228284	3.06464950286147	3.57145354417419	3.0235654209842	3.54761823105142	3.98888736292387	4.35240879978271
ENSP00000228307	3.25411248359004	3.67686440254891	3.93614375626286	1.95712843718354	4.63995093228154	3.7635912862802
ENSP00000228347	-0.624162764669848	-2.84327851420783	-3.4144569496461	-2.2714693457282	-4.49381001457029	-1.84210720216951
ENSP00000228468	-2.39964674297427	-2.50379616938458	-2.94515933780752	-2.67090212252534	-1.90924331542399	-2.76777191639285
ENSP00000228495	-1.24881955974719	-2.84730700817464	-0.384358099151697	-1.84154005341955	-2.8931513626624	-1.84329516391734
ENSP00000228534	-2.93287098879644	-1.90625085535196	-2.05924823270336	-0.609790727531371	-1.34776122297339	-2.53208480784992
ENSP00000228682	-2.02096045522539	-1.62945361530517	-2.18590879919342	-0.314556943834934	-1.07539610939739	-0.334771647558562
ENSP00000228825	-1.07599059418497	-2.8003483388402	-2.98001864681031	-1.84241543327911	-2.88841925272056	-1.43535115070522
ENSP00000228837	-2.7458927661826	-2.9440613787435	-2.70515224828782	-2.90517393412194	-1.34926330825051	-2.600571636002
ENSP00000228843	-2.02701199750793	-3.41607065200592	-2.41692924683104	-1.75989035138276	-3.3406274034579	-2.95049183199494
ENSP00000228850	-1.26532582531385	-1.87424674620468	-1.64146936739482	-0.0524006076758183	-1.28088815955124	-3.71776014750453
ENSP00000228862	-1.60075077118789	-1.91076230749464	-1.55169846767377	-1.4018494218737	-2.93077160946891	-2.63451746601717
ENSP00000228872	-4.77835977751918	-3.7669992219377	-1.58625571253487	-1.82178370453111	-2.62417319111937	-4.02479315725465
